81.0,68.0,73.0,61.0,71.0,72.0,76.0,69.0,81.0,58.0,59.0,71.0,49.0,51.0,44.0,45.0,45.0,33.0,31.0,33.0
84.0,91.0,67.0,55.0,93.0,75.0,89.0,82.0,83.0,61.0,72.0,84.0,64.0,50.0,50.0,44.0,44.0,39.0,27.0,33.0
78.0,81.0,63.0,74.0,78.0,70.0,85.0,69.0,66.0,67.0,62.0,54.0,59.0,54.0,50.0,54.0,38.0,35.0,42.0,29.0
85.0,70.0,85.0,76.0,73.0,92.0,85.0,71.0,77.0,69.0,76.0,61.0,50.0,46.0,48.0,43.0,45.0,44.0,38.0,29.0
67.0,76.0,78.0,74.0,81.0,86.0,89.0,63.0,67.0,69.0,71.0,51.0,53.0,56.0,45.0,54.0,44.0,43.0,33.0,33.0
72.0,95.0,85.0,90.0,61.0,78.0,73.0,75.0,84.0,66.0,71.0,66.0,56.0,68.0,47.0,34.0,51.0,33.0,36.0,21.0
88.0,71.0,70.0,73.0,65.0,82.0,77.0,66.0,70.0,64.0,61.0,76.0,53.0,40.0,48.0,41.0,53.0,39.0,33.0,27.0
82.0,74.0,59.0,72.0,86.0,68.0,66.0,69.0,83.0,70.0,80.0,70.0,57.0,64.0,47.0,54.0,36.0,43.0,26.0,23.0
89.0,82.0,67.0,76.0,57.0,75.0,63.0,67.0,71.0,74.0,57.0,53.0,59.0,66.0,54.0,43.0,45.0,47.0,35.0,24.0
78.0,76.0,75.0,83.0,82.0,69.0,89.0,75.0,65.0,65.0,56.0,41.0,61.0,52.0,50.0,42.0,54.0,41.0,35.0,31.0
65.0,77.0,68.0,82.0,78.0,72.0,78.0,102.0,82.0,59.0,68.0,84.0,55.0,50.0,46.0,44.0,39.0,38.0,40.0,33.0
82.0,80.0,57.0,85.0,76.0,63.0,82.0,60.0,62.0,69.0,53.0,68.0,80.0,60.0,47.0,57.0,37.0,35.0,39.0,26.0
82.0,68.0,94.0,85.0,83.0,70.0,85.0,68.0,76.0,55.0,46.0,46.0,67.0,47.0,66.0,32.0,43.0,38.0,35.0,27.0
74.0,88.0,74.0,71.0,78.0,60.0,68.0,80.0,80.0,79.0,74.0,71.0,67.0,52.0,46.0,38.0,47.0,30.0,30.0,30.0
91.0,66.0,93.0,63.0,76.0,73.0,86.0,59.0,68.0,79.0,69.0,65.0,77.0,62.0,52.0,48.0,34.0,34.0,34.0,31.0
56.0,87.0,85.0,65.0,63.0,79.0,77.0,87.0,63.0,72.0,43.0,58.0,61.0,53.0,54.0,47.0,41.0,34.0,37.0,32.0
61.0,72.0,78.0,84.0,94.0,83.0,60.0,67.0,65.0,85.0,67.0,73.0,55.0,56.0,35.0,45.0,36.0,37.0,31.0,30.0
81.0,62.0,72.0,70.0,78.0,88.0,81.0,74.0,77.0,81.0,62.0,69.0,58.0,77.0,59.0,48.0,48.0,42.0,29.0,35.0
84.0,77.0,77.0,64.0,87.0,69.0,77.0,77.0,90.0,84.0,66.0,61.0,70.0,51.0,41.0,60.0,44.0,35.0,35.0,20.0
73.0,99.0,86.0,78.0,46.0,89.0,98.0,60.0,76.0,68.0,67.0,51.0,66.0,56.0,53.0,43.0,36.0,35.0,26.0,32.0
