75,77,73,79,82
79,74,82,79,84
80,80,79,81,82
80,77,75,75,76
68,73,74,82,73
78,70,70,82,72
67,72,77,74,74
81,71,66,72,76
78,75,77,74,73
77,67,72,66,73
68,74,71,72,64
78,66,75,72,65
67,69,75,70,63
70,70,71,64,71
65,69,60,63,68
73,68,65,71,75
63,68,74,64,58
62,70,68,65,67
69,62,65,58,62
73,63,68,71,66
62,70,61,61,62
56,63,58,62,63
60,62,58,67,69
64,61,67,51,62
69,60,59,59,68
