68,62,66,67,57
77,71,70,62,58
73,69,77,70,66
71,69,68,73,70
75,70,66,76,67
65,76,72,68,70
78,73,67,69,72
65,73,73,69,76
71,70,75,73,72
75,68,75,74,64
69,70,76,75,70
76,72,78,67,72
75,65,74,74,82
63,74,71,72,65
63,71,72,74,76
73,73,58,67,60
72,60,62,69,63
64,61,63,68,61
65,69,59,65,62
63,64,63,67,59
46,57,68,55,62
59,58,55,64,56
58,55,51,54,62
56,51,54,58,56
52,60,52,53,50
