"(-0.013624724399351956, 0.45949195859100256)","(-0.013619000986704268, 0.45517418054028497)","(-0.013617181708495792, 0.44464744640932274)","(-0.013612557921022573, 0.46281580214564766)","(-0.0136251091926122, 0.45167477125148503)"
"(-0.013947642614024681, 0.4570395249883073)","(-0.013959188505127281, 0.45639504503370965)","(-0.013953168832004578, 0.46198407575070893)","(-0.01395953941740429, 0.46999336030388916)","(-0.013961810122599044, 0.4473424938601084)"
"(-0.014290085350284408, 0.4849604128125475)","(-0.014303201181274443, 0.4782880072948597)","(-0.014300650970172546, 0.4842216568655393)","(-0.01430017123658386, 0.4709408658567008)","(-0.014311832969941974, 0.47842284758954)"
"(-0.014660143961224089, 0.48738595614784785)","(-0.01464377547729348, 0.48302504807549496)","(-0.014663122407951928, 0.48969964681033706)","(-0.014666132513589124, 0.4900953661250475)","(-0.014648623694512844, 0.4805092244100528)"
"(-0.01500576322269406, 0.5079272509935647)","(-0.015010792074276838, 0.4829060827617218)","(-0.014999429896460421, 0.5007779103849294)","(-0.015010602250737843, 0.5086520469490932)","(-0.015018760037423926, 0.48945816194684877)"
"(-0.015373788492988913, 0.5106663351096409)","(-0.015370918456917815, 0.5125396145845023)","(-0.01537080107892636, 0.5141428319730039)","(-0.015392307964126689, 0.5124435866039141)","(-0.015383719963467981, 0.511531951534626)"
"(-0.015749256711822042, 0.5311201705909757)","(-0.015752981244366446, 0.515566508088644)","(-0.015750177623992924, 0.5156554970044634)","(-0.0157440447525683, 0.5149131002256462)","(-0.015742754502609767, 0.5187672644678033)"
"(-0.016118223308011163, 0.5313345725673291)","(-0.01612772389603116, 0.5362978070964053)","(-0.016116108582425962, 0.5474410934137726)","(-0.01612180916554949, 0.5401457391706689)","(-0.016116271932128494, 0.5339764681212126)"
"(-0.016500241920582876, 0.542071302314387)","(-0.016518356900343815, 0.5496777966983042)","(-0.016502196061005843, 0.5528532097939064)","(-0.016521402118548995, 0.5559685708770334)","(-0.01650989102470677, 0.5472933901358394)"
"(-0.016911798366506386, 0.5528029819187164)","(-0.016905061866213884, 0.5569176395068641)","(-0.01688688661385106, 0.552764967105954)","(-0.016892544013196675, 0.5568468575609806)","(-0.016907207058268942, 0.5465878743390816)"
"(-0.017293867437001516, 0.5737344575741865)","(-0.017294720110082623, 0.5781016019986681)","(-0.017299871726058434, 0.5772250884693484)","(-0.017305784354364476, 0.5790179251301673)","(-0.017300905670419076, 0.5701482604839991)"
"(-0.01770199730219191, 0.5846160868989964)","(-0.01771198341581874, 0.5807166052046879)","(-0.01770361492129573, 0.594912822285119)","(-0.01771262571744372, 0.5837535597554312)","(-0.017701086590280538, 0.5813727299138235)"
"(-0.01813026343650693, 0.5986921195770093)","(-0.018117052949232257, 0.5969094229546054)","(-0.018127263889401446, 0.6062633521835362)","(-0.018118148609768573, 0.5947894081802847)","(-0.018100024459203345, 0.6000553027781608)"
"(-0.018538687488185126, 0.6149265032565678)","(-0.018545424151655374, 0.6199888193816168)","(-0.018532297031178924, 0.6264167118108241)","(-0.01854605668214183, 0.638561973019109)","(-0.018535299030588422, 0.6084356543184748)"
"(-0.018981017721617036, 0.6205442997225583)","(-0.018937798197531636, 0.636681329877354)","(-0.0189758497335308, 0.6536068708469864)","(-0.018956157325589123, 0.6202389328978659)","(-0.018973178036994862, 0.6260146094240374)"
"(-0.019398283903112663, 0.6331425052979518)","(-0.019408310173891385, 0.6292128465564217)","(-0.01941410328874043, 0.6510877499144735)","(-0.01939708002595892, 0.6632256215097405)","(-0.01940512566178163, 0.6489424056333224)"
"(-0.019836000716694162, 0.6637217116686598)","(-0.019837685354968434, 0.6439424889512191)","(-0.019836293411760166, 0.6574252988229973)","(-0.019832658283288687, 0.6583769713359144)","(-0.01984561858313907, 0.654380944145253)"
"(-0.020315695675216957, 0.6968239052751525)","(-0.02028860953694035, 0.6718542057802979)","(-0.020300510432819864, 0.6633189553846993)","(-0.02028815550322736, 0.680130655613084)","(-0.020285425052550852, 0.673506768784359)"
"(-0.020752569557610373, 0.6939013781507406)","(-0.02073725199359244, 0.6779753462976031)","(-0.02076210406937453, 0.7131943815692984)","(-0.02074572630917876, 0.6813711778086297)","(-0.020772076326368863, 0.6899191251776002)"
"(-0.02121069761920603, 0.6780872831095826)","(-0.021212249479677876, 0.715983945857364)","(-0.02123297942548287, 0.7055813294511274)","(-0.021246874079608246, 0.7130089363822399)","(-0.021213929066174864, 0.7053294880642889)"
"(-0.02168426616538601, 0.717859487117227)","(-0.0217006006063815, 0.721488547237093)","(-0.02168441364724125, 0.7152690149388141)","(-0.021687660458433847, 0.7206222691937532)","(-0.02169356576644251, 0.7188581139424269)"
"(-0.022177677556967357, 0.7418293786543916)","(-0.022185960709500817, 0.7433016701641427)","(-0.02216095203242536, 0.7336986744361095)","(-0.02217830853977192, 0.7438658906726076)","(-0.02217035238540272, 0.7414727822113388)"
"(-0.02265360888526332, 0.7699500360431917)","(-0.022636114585762833, 0.7622926563702607)","(-0.022668623434214278, 0.7573340639871912)","(-0.022667181936594036, 0.7577627522511331)","(-0.022675861466085304, 0.7570184360644266)"
"(-0.023159746630698353, 0.75251557399542)","(-0.02315564287446269, 0.7798153612973072)","(-0.023154416889770567, 0.7565646406281761)","(-0.023152096821028995, 0.7487934216157399)","(-0.023167884047114434, 0.7951762702611006)"
"(-0.023652269175241093, 0.7881510763911068)","(-0.02366959705420622, 0.786987480583558)","(-0.023632225544458797, 0.7843636575281256)","(-0.02364728159316147, 0.7731148300762668)","(-0.02364685799858498, 0.7772900729862317)"
