81,80,77,77,72
77,77,79,79,78
77,73,84,72,81
76,73,82,75,75
71,70,70,77,69
63,77,76,74,72
71,75,68,75,71
72,78,74,75,78
70,67,68,72,73
72,68,72,66,66
68,81,69,69,72
80,77,66,74,74
69,73,70,72,71
66,73,72,72,70
66,72,69,75,73
63,71,76,66,70
65,67,70,66,66
69,56,62,69,64
62,68,66,59,59
69,68,71,67,61
66,67,62,66,61
60,59,67,63,70
57,66,55,68,61
72,64,54,61,60
66,54,58,60,59
