"(-0.01378973979493693, 0.4855267064277177)","(-0.013731079713651227, 0.47333283804517584)","(-0.01375867063546016, 0.4822115308989122)","(-0.013765148927678592, 0.480612462883448)","(-0.01376051577525734, 0.4738277834390846)"
"(-0.01406633227268932, 0.48445838383965306)","(-0.014027922162030438, 0.4830211416672652)","(-0.014063076794072137, 0.4750003370145383)","(-0.014051798034812555, 0.49458886756059106)","(-0.014110399626007054, 0.4804464256719981)"
"(-0.01436636423753693, 0.49883091969587373)","(-0.014419590544508486, 0.5062177673379156)","(-0.014409048233163062, 0.49664294751913535)","(-0.014423452279242648, 0.49700906518123456)","(-0.01439644778993703, 0.47974419527775714)"
"(-0.014702605307650617, 0.4962992233004176)","(-0.014742885545562398, 0.5045007138651549)","(-0.014719149777483415, 0.4939189367331767)","(-0.014737901356521152, 0.5006865211885908)","(-0.01474463492305826, 0.5037410197490455)"
"(-0.015095026476311309, 0.5109617617650231)","(-0.015091225940791679, 0.5118481799061301)","(-0.015080257978727567, 0.529964583860076)","(-0.015073924678967052, 0.5091016559956435)","(-0.015078273617552753, 0.5122724861443367)"
"(-0.015437485310870903, 0.5264726891040425)","(-0.01543180785068182, 0.5164384789883293)","(-0.015413958501587737, 0.5236469543924303)","(-0.01541744168162387, 0.5273256741332456)","(-0.015394099629727709, 0.531956539687093)"
"(-0.015761621251259943, 0.5230247711754028)","(-0.01577002122317962, 0.5469608466771972)","(-0.01578820245382865, 0.5495123681340215)","(-0.015766255729325083, 0.5301441645038224)","(-0.015791759591298606, 0.5204011161233443)"
"(-0.016142192666703158, 0.5311330890487356)","(-0.016155970307041197, 0.5323133715524585)","(-0.0161357145385654, 0.5395732363485554)","(-0.016170005930429394, 0.5420900536332268)","(-0.01616975694327196, 0.5374356005871398)"
"(-0.01651372413827535, 0.5537226116769549)","(-0.016515554379150338, 0.5523585444248544)","(-0.01651602005942612, 0.5585657650692716)","(-0.01653097632187775, 0.5495407674325209)","(-0.016519697245569988, 0.5549375678238653)"
"(-0.016912531380511096, 0.560327203136512)","(-0.016911735064806904, 0.5730062564998227)","(-0.016910558082094178, 0.5632225052107062)","(-0.016916639602978234, 0.5759235045618883)","(-0.016909641919580155, 0.5587548259598439)"
"(-0.01730496975650869, 0.5810114019611902)","(-0.017312127543538034, 0.5879779729591614)","(-0.01731223011709966, 0.5857439280450578)","(-0.017304112176533333, 0.5830293584951198)","(-0.01731166528163777, 0.5937413440449392)"
"(-0.017698533323442026, 0.5827811738116186)","(-0.01770656600540262, 0.5888383760105212)","(-0.017702296955317245, 0.6020105368877262)","(-0.01769599691332458, 0.5931146879617958)","(-0.01770128548430392, 0.6015675160740801)"
"(-0.018131766419889863, 0.6005264520919702)","(-0.018121735697355326, 0.61786516577761)","(-0.018125602293355435, 0.6234248177393361)","(-0.018121908930741927, 0.6029989801497142)","(-0.018124934245381967, 0.6002710773789988)"
"(-0.018549681053449243, 0.6280907631113412)","(-0.0185381655041055, 0.6328661413396859)","(-0.018530897440525725, 0.6161689974153396)","(-0.018542790741170358, 0.6088534739027085)","(-0.01852344240637637, 0.6089845247533842)"
"(-0.018968483243667296, 0.634707411782231)","(-0.01896737980407928, 0.618777796876738)","(-0.018971604494239572, 0.6343289485025635)","(-0.018972374245612825, 0.6253403284235637)","(-0.018962519909149416, 0.6237094201568099)"
"(-0.019432365499848867, 0.6524469135773315)","(-0.01941725865395804, 0.6446383082906442)","(-0.01942981015549927, 0.6586663097347947)","(-0.01943151657393946, 0.6456058325206282)","(-0.019430419820336928, 0.6534675254657494)"
"(-0.019853283445329595, 0.6647018439160315)","(-0.019826967966610973, 0.6699994425391596)","(-0.01987085523626444, 0.6691972621223465)","(-0.019854110144841418, 0.6661653106520975)","(-0.019871889370366866, 0.6646846661055641)"
"(-0.02031515487370676, 0.6929010412377906)","(-0.020316133055633425, 0.6944353379210244)","(-0.020316317042027885, 0.6846043417769495)","(-0.02033781240019879, 0.6765801414900355)","(-0.020318222121432167, 0.6787294079956779)"
"(-0.020799573511977927, 0.6954909082370699)","(-0.020782519618027254, 0.6923384508597051)","(-0.02079720386697358, 0.7071295989352728)","(-0.020794382453870327, 0.7100176490270051)","(-0.020801232934398013, 0.6861883389233757)"
"(-0.021276660267735236, 0.7178283182386529)","(-0.021242888937150137, 0.7199546438020387)","(-0.02127166478227935, 0.7189931560882048)","(-0.021294225298193886, 0.7304628601764172)","(-0.021274379723589806, 0.7165304927974284)"
"(-0.021763661603631697, 0.7275681089094488)","(-0.021825209383616997, 0.7458082119875743)","(-0.021778681187420254, 0.724487514590932)","(-0.021783499956609133, 0.7245442345330385)","(-0.021750603265605645, 0.7243559200943276)"
"(-0.02228436070210222, 0.769913271085735)","(-0.022266113721821655, 0.7329189852625948)","(-0.02222958920660254, 0.7610577403033848)","(-0.022267837443778627, 0.7631865828213843)","(-0.02227042518297567, 0.7494866068530677)"
"(-0.022757715501951804, 0.7925177837985777)","(-0.022728886997024446, 0.7822516335624485)","(-0.022760121518678532, 0.7913491337728475)","(-0.02284578380011256, 0.7920880181546243)","(-0.022802561482211263, 0.7888587607262381)"
"(-0.023319514990577307, 0.7898573854491646)","(-0.02329914653128742, 0.8136764789169835)","(-0.023357627315661843, 0.7984470470162842)","(-0.023322933248584598, 0.8286058595015571)","(-0.023359592024691647, 0.8099096737380157)"
"(-0.02387625056028761, 0.8374067547943677)","(-0.023876949478312245, 0.8311042212742134)","(-0.023840528279417277, 0.8260972876164281)","(-0.023865808463235168, 0.8310635807495467)","(-0.02384962485598596, 0.8408269274345718)"
