"(-0.08366654817409759, 0.028846552427119084)","(-0.0837859699721795, 0.02841300981324196)","(-0.0839001470325456, 0.02908566901260129)","(-0.08394138326104238, 0.028729359507365788)","(-0.08382001874927424, 0.029011790724133395)"
"(-0.09068363596590448, 0.03008302867133461)","(-0.09077534485997374, 0.03020317500121475)","(-0.09076356757122853, 0.030380403945517193)","(-0.09064050272837064, 0.030091625897903252)","(-0.09053659529622324, 0.029973320997812802)"
"(-0.09834791709011004, 0.03183320331028422)","(-0.09787092598835921, 0.03176355087494924)","(-0.09822405079096727, 0.03178229743809693)","(-0.09800900674580666, 0.03159351248689712)","(-0.09797928390653271, 0.031726957453690224)"
"(-0.10575612848195383, 0.03315148532875591)","(-0.10619239951090953, 0.033407687522713204)","(-0.1059724967162852, 0.03279418014296667)","(-0.10620081161022349, 0.0335502842710706)","(-0.10633505170689118, 0.033367319543513664)"
"(-0.11452618747531292, 0.034753903577018505)","(-0.11468314915353758, 0.03528858837041116)","(-0.11463742162318237, 0.0347350034781901)","(-0.11457482637746118, 0.03462008273875686)","(-0.11460607574918347, 0.03487035913114223)"
"(-0.12378017635243357, 0.03703854881032594)","(-0.12380353012288031, 0.03660687684380052)","(-0.12380038228733906, 0.03672580235165321)","(-0.12390906297955362, 0.03683613326365392)","(-0.1239457412096735, 0.03666674427855985)"
"(-0.13381305856366849, 0.03857265312389435)","(-0.13355537072029927, 0.0385958499615947)","(-0.13358699042261404, 0.038610329286795905)","(-0.13351971269833415, 0.03802060013540158)","(-0.13412302161800763, 0.037751342622519515)"
"(-0.14456970248057013, 0.04039085333877857)","(-0.14468658461045283, 0.03997433084009384)","(-0.144420634272892, 0.039834085024185846)","(-0.1441931743945932, 0.040395193130799756)","(-0.14441367570730812, 0.04057882600583145)"
"(-0.15567632279978877, 0.042399521249824546)","(-0.15608801485732998, 0.04238754522429008)","(-0.15581436379830552, 0.04276064514231262)","(-0.15608693793057074, 0.04253395935245071)","(-0.15583112095437035, 0.041901876412187615)"
"(-0.1680356184972219, 0.044092998395175)","(-0.16814304490177762, 0.04408848608272069)","(-0.1676121516581413, 0.0439889527919451)","(-0.16828651568475733, 0.04474458191063329)","(-0.16846268874330758, 0.04440350523322034)"
"(-0.18073408809242913, 0.04594593977539074)","(-0.1811900835953504, 0.046431469222836474)","(-0.18091013927135946, 0.04629732972193629)","(-0.1810328508955765, 0.046526336226297954)","(-0.18129171288256915, 0.04600074479233371)"
"(-0.19533936120824774, 0.04816631158945127)","(-0.1954167931258641, 0.048637477699441635)","(-0.1953049691382912, 0.04767337872391263)","(-0.19537294537451563, 0.048488839985132655)","(-0.19570275260004805, 0.04826316329051769)"
"(-0.2109632311428546, 0.05144184878719371)","(-0.21071220945603086, 0.05095459847281308)","(-0.2100990090451316, 0.050661373273174465)","(-0.210844488604415, 0.05062320129587383)","(-0.21034135291483122, 0.05068322786775732)"
"(-0.2269798307053004, 0.05325354164669514)","(-0.22655089936412973, 0.053389121498339756)","(-0.2271699585184087, 0.053634260881718646)","(-0.22667976338236384, 0.053169062091446395)","(-0.22685207467378182, 0.05312924685826104)"
"(-0.2445266215464129, 0.05582500175382859)","(-0.24399892549286933, 0.055850640815787625)","(-0.24419963979440862, 0.055947843052699925)","(-0.2439259829751154, 0.056540512966759125)","(-0.24390656557517468, 0.055805326759870454)"
"(-0.26247093539534344, 0.05917151578550116)","(-0.26250693324092234, 0.05884491696622531)","(-0.26312097807416557, 0.05848667243366381)","(-0.26281932763136967, 0.05834056085178861)","(-0.26266606344843807, 0.058197473858059415)"
"(-0.2822650435102826, 0.06231201169859957)","(-0.2826214233184354, 0.061853504054011785)","(-0.28264919003169736, 0.06229316227920917)","(-0.2824682970343413, 0.061150486391687374)","(-0.28303357131230106, 0.061686852752642914)"
"(-0.3038448477356724, 0.06574254685230192)","(-0.3040501856798109, 0.06579778211853286)","(-0.3043860907009122, 0.06486653585117351)","(-0.30427472438148134, 0.0641901627047653)","(-0.30436492879338056, 0.06569456930506257)"
"(-0.3264004078834058, 0.06939582736472726)","(-0.3271550240454884, 0.06862117939512759)","(-0.3266731797656702, 0.06848544845468983)","(-0.32631244699428724, 0.06869163875996945)","(-0.32678559407235114, 0.06903479593832781)"
"(-0.3509741650965491, 0.07265742121491796)","(-0.35045318062055897, 0.07362343167551808)","(-0.3506409720075208, 0.07262743383598386)","(-0.3515178985017992, 0.07329156055024966)","(-0.3508605709013338, 0.07337426536185655)"
"(-0.376512581051734, 0.07693491093238922)","(-0.37683753779761486, 0.07666890350230066)","(-0.3774841722542762, 0.07694994190426246)","(-0.37700369154717667, 0.07689857197521725)","(-0.3769106282825755, 0.0768521634183531)"
"(-0.40535989948051604, 0.08266747351734796)","(-0.40523797698832925, 0.08310111577738098)","(-0.4045513951697822, 0.08222404502937732)","(-0.405476435185921, 0.08240131277221013)","(-0.405206923194607, 0.08213534867595346)"
"(-0.43436074426449994, 0.08701502637463242)","(-0.4343342142737347, 0.08680625544411895)","(-0.4347367969642855, 0.0874905721440973)","(-0.43466801906654734, 0.08792671904998098)","(-0.43475224771097126, 0.08724684259048758)"
"(-0.4665336467758244, 0.09239755014130298)","(-0.46587550358774427, 0.0931437141272124)","(-0.4653528862075926, 0.09246494719115346)","(-0.4666087686456771, 0.09446527425983657)","(-0.4664561785343856, 0.09323039696062448)"
"(-0.4997927122842604, 0.09997688869287374)","(-0.49986307552743975, 0.10016846201031404)","(-0.5008591899752911, 0.10068367860067261)","(-0.4993760741389851, 0.09965179250316332)","(-0.5001206398605221, 0.09934212277093497)"
